
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-03 14:47:17 /api/plots ......................................................................... ~ 513.11ms
  2026-04-03 14:47:17 /api/plots ........................................................................... ~ 0.09ms
  2026-04-03 14:47:18 /api/plots/1 ....................................................................... ~ 491.80ms
  2026-04-03 14:47:18 /api/plots/1/plant-zones ................................................................. ~ 1s
  2026-04-03 14:47:18 /api/plots/1/plants ...................................................................... ~ 1s
  2026-04-03 14:47:18 /api/plots/1/rotations ................................................................... ~ 1s
  2026-04-03 14:47:19 /api/plots/1/access ...................................................................... ~ 1s
  2026-04-03 14:47:19 /api/plots/1 ....................................................................... ~ 999.74ms
  2026-04-03 14:47:20 /api/plots/1/plant-zones ........................................................... ~ 501.89ms
  2026-04-03 14:47:20 /api/plots/1/plants ................................................................ ~ 508.98ms
  2026-04-03 14:47:21 /api/plots/1/rotations ................................................................... ~ 1s
  2026-04-03 14:47:21 /api/plots/1/access ...................................................................... ~ 1s
  2026-04-03 14:47:23 /api/plots/1/export/pdf .................................................................. ~ 1s
  2026-04-08 09:14:53 /api/me ............................................................................ ~ 523.50ms
  2026-04-08 09:14:53 /api/plots ............................................................................... ~ 1s
  2026-04-08 09:14:53 /api/me .................................................................................. ~ 1s
  2026-04-08 09:14:54 /api/plots ......................................................................... ~ 510.91ms
